seed,AR_max,succ,omega,deltag,deltal
350,1.0,1.0,1.0,0.4050557392020574,1.0
351,0.9707580507079356,0.51065,0.793756270755777,0.4155749608692627,1.0
352,0.998743262531286,0.62085,0.873472275668827,0.4135008609975836,1.0
353,0.9999125516137186,0.9994,1.0,0.3858604572096936,0.7825843310040556
354,0.9999949305099584,0.99995,0.8740182084332514,0.7913631605317406,0.7612741781637375
358,0.98008381594906,0.3985,0.9369214745272032,0.3897259630813484,1.0
363,0.9997987682165164,0.9773,0.8760299394858139,0.3367051810220774,1.0
365,0.999684860383944,0.9878,0.6877239137814546,0.2871474863636573,1.0
366,1.0,1.0,0.9662248846968132,0.3323918920539168,0.9946223359910912
369,0.9999910850495802,0.99975,0.9238825524685556,0.5248212504731756,0.9981778099594496
